Bill_No,Acct_No,Bill_Date,Due_Date,B_Status,MR_Sys_No,Due_Penalty,Penalized,B_Code,Receivable,Collected
10256263,511205540,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340180,33.4,TRUE,10,33.4,0
10256275,511205550,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340181,20,FALSE,3,1600,0
10256275,511205550,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340181,20,FALSE,7,200,0
10256714,511205560,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340182,25.35,FALSE,7,253.5,253.5
10256560,511205600,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340183,53.75,FALSE,7,537.2,537.2
10256491,511205610,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340184,20,TRUE,7,200,0
10256491,511205610,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340184,20,TRUE,10,20,0
10256574,511205611,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340185,28.05,FALSE,7,280.25,280.25
10256639,511205612,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340186,28.05,TRUE,3,1160.3,0
10256639,511205612,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340186,28.05,TRUE,7,280.25,0
10256639,511205612,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340186,28.05,TRUE,10,28.05,0
10256509,511205614,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340187,30.7,FALSE,7,307,307
10256603,511205615,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340188,20,FALSE,3,278.85,278.85
10256603,511205615,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340188,20,FALSE,7,200,200
10256252,511205616,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340189,38.75,TRUE,7,387.25,0
10256252,511205616,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340189,38.75,TRUE,10,38.75,0
10256271,511205618,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340190,20,TRUE,7,200,0
10256271,511205618,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340190,20,TRUE,10,20,0
10256359,511205619,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340191,22.7,TRUE,3,440,440
10256359,511205619,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340191,22.7,TRUE,7,226.75,0
10256359,511205619,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340191,22.7,TRUE,10,22.7,0
10256414,511205620,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340192,38.75,TRUE,3,514.25,0
10256414,511205620,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340192,38.75,TRUE,7,387.25,0
10256414,511205620,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340192,38.75,TRUE,10,38.75,0
10256423,511205621,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340193,20,TRUE,7,200,0
10256423,511205621,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340193,20,TRUE,10,20,0
10256422,511205623,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340194,20,FALSE,7,200,200
10256296,511205624,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340195,20,FALSE,7,200,200
10256274,511205625,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340196,25.35,TRUE,7,253.5,0
10256274,511205625,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340196,25.35,TRUE,10,25.35,0
10256753,511205626,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340197,20,TRUE,3,308.3,0
10256753,511205626,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340197,20,TRUE,7,200,0
10256753,511205626,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340197,20,TRUE,10,20,0
10256767,511205627,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340198,20,FALSE,7,200,200
10256407,511205628,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340199,20,FALSE,7,200,200
10256246,511205629,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340200,20,TRUE,7,200,0
10256246,511205629,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340200,20,TRUE,10,20,0
10256258,511205630,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340201,20,TRUE,3,469.45,469.45
10256258,511205630,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340201,20,TRUE,7,200,200
10256258,511205630,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340201,20,TRUE,10,20,20
10256570,511205631,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340202,28.05,FALSE,7,280.25,280.25
10256707,511205632,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340203,20,TRUE,7,200,0
10256707,511205632,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340203,20,TRUE,10,20,0
10256241,511205633,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340204,20,FALSE,3,220,220
10256241,511205633,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340204,20,FALSE,7,200,200
10255597,511205634,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339313,33.4,FALSE,7,333.75,333.75
10256489,511205636,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340205,22.7,FALSE,7,226.75,226.75
10256320,511205637,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340206,20,TRUE,3,220,0
10256320,511205637,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340206,20,TRUE,7,200,0
10256320,511205637,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340206,20,TRUE,10,20,0
10256391,511205638,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340207,36.05,FALSE,7,360.5,360.5
10256347,511205639,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340208,25.35,FALSE,7,253.5,253.5
10254589,511205640,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338288,20,TRUE,3,249.45,249.45
10254589,511205640,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338288,20,TRUE,7,200,200
10254589,511205640,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338288,20,TRUE,10,20,20
10256262,511205641,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340209,92.8,TRUE,7,928,0
10256262,511205641,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340209,92.8,TRUE,10,92.8,0
10256394,511205643,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340210,30.7,FALSE,3,367.15,367.15
10256394,511205643,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340210,30.7,FALSE,7,307,307
10256471,511205644,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340211,28.05,TRUE,3,278.85,0
10256471,511205644,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340211,28.05,TRUE,7,280.25,0
10256471,511205644,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340211,28.05,TRUE,10,28.05,0
10256474,511205645,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340212,20,TRUE,7,200,0
10256474,511205645,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340212,20,TRUE,10,20,0
10256319,511205646,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340213,25.35,FALSE,7,253.5,253.5
10256738,511205647,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340214,163.75,FALSE,7,1637.5,1637.5
10255540,511205648,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339314,36.05,FALSE,7,360.5,360.5
10256242,511205649,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340215,25.35,TRUE,3,367.15,0
10256242,511205649,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340215,25.35,TRUE,7,253.5,0
10256242,511205649,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340215,25.35,TRUE,10,25.35,0
10256482,511205650,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340216,70.4,TRUE,7,703.75,0
10256482,511205650,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340216,70.4,TRUE,10,70.4,0
10255934,511205651,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339863,20,TRUE,7,200,0
10255934,511205651,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339863,20,TRUE,10,20,0
10256797,511205653,10/06/18 12:00 AM,10/21/18 12:00 AM,2,340480,214.3,TRUE,7,2143,0
10256797,511205653,10/06/18 12:00 AM,10/21/18 12:00 AM,2,340480,214.3,TRUE,10,214.3,0
10256424,511205654,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340217,20,TRUE,3,469.45,0
10256424,511205654,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340217,20,TRUE,7,200,0
10256424,511205654,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340217,20,TRUE,10,20,0
10256590,511205655,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340218,140.1,FALSE,7,1400.6,1400.6
10256235,511205656,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340219,25.35,TRUE,3,9162.6,0
10256235,511205656,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340219,25.35,TRUE,7,253.5,0
10256235,511205656,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340219,25.35,TRUE,10,25.35,0
10256478,511205657,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340220,20,TRUE,3,440,0
10256478,511205657,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340220,20,TRUE,7,200,0
10256478,511205657,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340220,20,TRUE,10,20,0
10256313,511205658,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340221,44.1,FALSE,7,440.75,440.75
10255927,511205659,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339864,28.05,FALSE,3,308.3,308.3
10255927,511205659,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339864,28.05,FALSE,7,280.25,280.25
10256635,511205661,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340222,22.7,TRUE,7,226.75,0
10256635,511205661,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340222,22.7,TRUE,10,22.7,0
10256318,511205662,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340223,28.05,TRUE,3,308.3,0
10256318,511205662,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340223,28.05,TRUE,7,280.25,0
10256318,511205662,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340223,28.05,TRUE,10,28.05,0
10256328,511205663,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340224,20,FALSE,7,200,200
10255928,511205664,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339865,20,TRUE,7,200,0
10255928,511205664,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339865,20,TRUE,10,20,0
10256306,511205665,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340225,22.7,FALSE,7,226.75,226.75
10256845,511205667,10/06/18 12:00 AM,10/21/18 12:00 AM,2,340481,20,FALSE,7,200,200
10256238,511205668,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340226,105.1,TRUE,7,1051,0
10256238,511205668,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340226,105.1,TRUE,10,105.1,0
10256598,511205669,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340227,20,TRUE,7,200,0
10256598,511205669,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340227,20,TRUE,10,20,0
10256277,511205671,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340228,41.4,TRUE,3,588.5,0
10256277,511205671,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340228,41.4,TRUE,7,414,0
10256277,511205671,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340228,41.4,TRUE,10,41.4,0
10256316,511205672,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340229,20,TRUE,7,200,0
10256316,511205672,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340229,20,TRUE,10,20,0
10256460,511205674,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340230,33.4,TRUE,3,337.7,0
10256460,511205674,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340230,33.4,TRUE,7,333.75,0
10256460,511205674,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340230,33.4,TRUE,10,33.4,0
10256461,511205675,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340231,30.7,FALSE,7,307,307
10256469,511205676,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340232,20,TRUE,3,220,0
10256469,511205676,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340232,20,TRUE,7,200,0
10256469,511205676,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340232,20,TRUE,10,20,0
10256528,511205677,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340233,30.7,FALSE,7,307,307
10256248,511205678,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340234,20,FALSE,7,200,200
10256492,511205680,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340235,20,FALSE,3,220,220
10256492,511205680,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340235,20,FALSE,7,200,200
10256239,511205681,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340236,20,TRUE,3,220,0
10256239,511205681,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340236,20,TRUE,7,200,0
10256239,511205681,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340236,20,TRUE,10,20,0
10256397,511205682,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340237,20,TRUE,7,200,0
10256397,511205682,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340237,20,TRUE,10,20,0
10256733,511205683,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340238,46.75,TRUE,7,467.5,0
10256733,511205683,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340238,46.75,TRUE,10,46.75,0
10256713,511205684,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340239,38.75,TRUE,7,387.25,0
10256713,511205684,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340239,38.75,TRUE,10,38.75,0
10256701,511205685,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340240,20,FALSE,7,200,200
10256297,511205686,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340241,20,FALSE,7,200,200
10256454,511205687,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340242,25.35,FALSE,7,253.5,253.5
10256403,511205690,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340243,22.7,TRUE,3,220,0
10256403,511205690,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340243,22.7,TRUE,7,226.75,0
10256403,511205690,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340243,22.7,TRUE,10,22.7,0
10256456,511205692,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340244,28.05,FALSE,7,280.25,280.25
10256702,511205693,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340245,73.75,TRUE,3,1771,1771
10256702,511205693,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340245,73.75,TRUE,7,737.5,737.5
10256702,511205693,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340245,73.75,TRUE,10,73.75,73.75
10256735,511205694,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340246,50.15,FALSE,7,501.25,501.25
10256772,511205695,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340247,25.35,FALSE,7,253.5,253.5
10256487,511205696,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340248,30.7,TRUE,7,307,0
10256487,511205696,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340248,30.7,TRUE,10,30.7,0
10256572,511205697,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340249,50.15,TRUE,3,551.4,0
10256572,511205697,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340249,50.15,TRUE,7,501.25,0
10256572,511205697,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340249,50.15,TRUE,10,50.15,0
10256426,511205698,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340250,20,TRUE,3,498.9,498.9
10256426,511205698,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340250,20,TRUE,7,200,0
10256426,511205698,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340250,20,TRUE,10,20,0
10256629,511205699,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340251,20,TRUE,7,200,0
10256629,511205699,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340251,20,TRUE,10,20,0
10256664,511205700,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340252,25.35,TRUE,7,253.5,0
10256664,511205700,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340252,25.35,TRUE,10,25.35,0
10256752,511205701,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340253,20,TRUE,7,200,0
10256752,511205701,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340253,20,TRUE,10,20,0
10256337,511205702,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340254,33.4,FALSE,7,333.75,333.75
10256644,511205703,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340255,33.4,TRUE,3,367.15,0
10256644,511205703,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340255,33.4,TRUE,7,333.75,0
10256644,511205703,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340255,33.4,TRUE,10,33.4,0
10256601,511205705,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340256,41.4,TRUE,7,414,0
10256601,511205705,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340256,41.4,TRUE,10,41.4,0
10256765,511205706,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340257,25.35,TRUE,3,249.45,0
10256765,511205706,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340257,25.35,TRUE,7,253.5,0
10256765,511205706,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340257,25.35,TRUE,10,25.35,0
10256736,511205707,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340258,22.7,FALSE,7,226.75,226.75
10256071,511205708,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339866,53.5,TRUE,3,1291.4,0
10256071,511205708,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339866,53.5,TRUE,7,535,0
10256071,511205708,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339866,53.5,TRUE,10,53.5,0
10256470,511205709,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340259,36.05,TRUE,3,337.7,0
10256470,511205709,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340259,36.05,TRUE,7,360.5,0
10256470,511205709,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340259,36.05,TRUE,10,36.05,0
10256199,511205710,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340260,20,FALSE,7,200,200
10255731,511205711,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339867,53.5,TRUE,3,484.85,0
10255731,511205711,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339867,53.5,TRUE,7,535,0
10255731,511205711,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339867,53.5,TRUE,10,53.5,0
10256240,511205712,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340261,20,FALSE,7,200,200
10256490,511205713,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340262,53.5,FALSE,7,535,535
10256398,511205714,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340263,22.7,TRUE,3,278.85,0
10256398,511205714,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340263,22.7,TRUE,7,226.75,0
10256398,511205714,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340263,22.7,TRUE,10,22.7,0
10256463,511205715,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340264,33.4,FALSE,7,333.75,333.75
10256458,511205716,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340265,30.7,TRUE,3,367.15,0
10256458,511205716,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340265,30.7,TRUE,7,307,0
10256458,511205716,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340265,30.7,TRUE,10,30.7,0
10256656,511205717,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340266,20,TRUE,7,200,0
10256656,511205717,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340266,20,TRUE,10,20,0
10256675,511205718,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340267,30,TRUE,3,418.25,0
10256675,511205718,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340267,30,TRUE,7,300,0
10256675,511205718,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340267,30,TRUE,10,30,0
10256346,511205719,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340268,20,TRUE,3,440,440
10256346,511205719,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340268,20,TRUE,7,200,0
10256346,511205719,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340268,20,TRUE,10,20,0
10256298,511205720,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340269,50.15,TRUE,7,501.25,0
10256298,511205720,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340269,50.15,TRUE,10,50.15,0
10254889,2112040600,10/02/18 12:00 AM,10/17/18 12:00 AM,2,338899,22.7,TRUE,7,226.75,0
10254889,2112040600,10/02/18 12:00 AM,10/17/18 12:00 AM,2,338899,22.7,TRUE,10,22.7,0
10255512,611202501,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339315,22.7,FALSE,3,337.7,337.7
10255512,611202501,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339315,22.7,FALSE,7,226.75,226.75
10255557,611202628,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339316,20,FALSE,7,200,190
10255798,511205922,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339868,40,FALSE,7,400,400
10255840,611202577,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339869,20,TRUE,3,528.3,528.3
10255840,611202577,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339869,20,TRUE,7,200,0
10255840,611202577,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339869,20,TRUE,10,20,0
10256229,515200600,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340460,1198.85,FALSE,3,12730.796,12730.796
10256229,515200600,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340460,1198.85,FALSE,7,11988.4,0
10256230,515200630,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340461,317.25,FALSE,3,2615.6,2615.6
10256230,515200630,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340461,317.25,FALSE,7,3172.4,0
10256231,515200640,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340462,2136.15,FALSE,3,23774,23774
10256231,515200640,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340462,2136.15,FALSE,7,21361.2,0
10256233,511205869,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340397,20,FALSE,7,200,200
10256236,514200541,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340457,182.2,FALSE,7,1822,1822
10256245,511205728,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340276,46.75,FALSE,7,467.5,467.5
10256247,514201421,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340458,80.25,FALSE,3,300,0
10256247,514201421,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340458,80.25,FALSE,7,802.2,0
10256253,511205881,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340409,20,TRUE,7,200,0
10256253,511205881,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340409,20,TRUE,10,20,0
10256254,511205781,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340315,30.7,TRUE,3,220,0
10256254,511205781,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340315,30.7,TRUE,7,307,0
10256254,511205781,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340315,30.7,TRUE,10,30.7,0
10256259,511205793,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340326,28.05,FALSE,7,280.25,280.25
10256260,511205812,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340343,20,TRUE,7,200,0
10256260,511205812,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340343,20,TRUE,10,20,0
10256261,511205839,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340368,38.75,TRUE,3,646,0
10256261,511205839,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340368,38.75,TRUE,7,387.25,0
10256261,511205839,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340368,38.75,TRUE,10,38.75,0
10256279,511205870,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340398,28.05,TRUE,3,572,0
10256279,511205870,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340398,28.05,TRUE,7,280.25,0
10256279,511205870,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340398,28.05,TRUE,10,28.05,0
10256282,511205890,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340418,20,TRUE,7,200,0
10256282,511205890,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340418,20,TRUE,10,20,0
10256283,511205777,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340312,20,TRUE,3,249.45,0
10256283,511205777,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340312,20,TRUE,7,200,0
10256283,511205777,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340312,20,TRUE,10,20,0
10256286,511205882,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340410,20,TRUE,3,440,0
10256286,511205882,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340410,20,TRUE,7,200,0
10256286,511205882,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340410,20,TRUE,10,20,0
10256287,511205847,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340376,20,TRUE,3,440,440
10256287,511205847,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340376,20,TRUE,7,200,0
10256287,511205847,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340376,20,TRUE,10,20,0
10256303,511205878,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340406,28.05,TRUE,3,220,0
10256303,511205878,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340406,28.05,TRUE,7,280.25,0
10256303,511205878,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340406,28.05,TRUE,10,28.05,0
10256304,511205840,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340369,20,TRUE,7,200,0
10256304,511205840,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340369,20,TRUE,10,20,0
10256305,511205824,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340355,36.05,TRUE,3,220,0
10256305,511205824,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340355,36.05,TRUE,7,360.5,0
10256305,511205824,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340355,36.05,TRUE,10,36.05,0
10256309,511205733,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340280,20,TRUE,7,200,0
10256309,511205733,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340280,20,TRUE,10,20,0
10256312,511205725,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340274,20,FALSE,7,200,200
10256314,511205898,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340426,20,FALSE,7,200,200
10256315,511205899,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340427,20,TRUE,7,200,0
10256315,511205899,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340427,20,TRUE,10,20,0
10256317,511205897,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340425,33.4,FALSE,7,333.75,333.75
10256321,511205742,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340286,20,TRUE,7,200,0
10256321,511205742,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340286,20,TRUE,10,20,0
